Number of MC iteration,200
Fobs (mean),Fobs (Std. Dev.),kpol (mean),kpol (Std.Dev),Kd (mean),Kd (Std. Dev,kobs @ 100uM dNTP,kobs_err
4.767339790613002e-05,1.2247788763481218e-06,0.39242292230467607,0.010074014981810707,698.4677594395279,0.013794230624610574,0.04914701833143683,0.0012625163750918807
0.00010751623283978926,2.8260264204904014e-06,0.8837286407466957,0.02316160743682596,697.4509011815419,0.05282800842299924,0.11081938430592805,0.002911796750484483
0.00013672213206849742,2.6590334921096022e-05,1.1223913737221631,0.21750713673319552,696.6791429999341,0.49052435721788246,0.1409005914736502,0.0273906758779329
4.009583373969913e-05,3.2513766534552898e-06,0.32983032607433954,0.02675631996293644,698.0075824437494,0.02032699334839053,0.04133180496901485,0.0033517640004346824
